Datetime,PJME_MW,Log_MW,Log_Diff,Log_Diff_Monthly,day_of_week,month,year,is_weekend,is_holiday,lag_1,lag_7,lag_30,roll_mean_7,roll_std_7
2002-02-19,31155.83333333333,10.346756772601127,0.0073031970085626,0.0869233630476884,1,2,2002,0,0,30929.125,32908.625,29482.916666666668,30375.113095238095,2501.849083737391
2002-02-20,29674.166666666668,10.298032137084125,-0.0487246355170043,-0.1441491533779775,2,2,2002,0,0,31155.83333333333,31965.166666666668,32434.916666666668,30047.827380952378,2407.2369012026875
2002-02-21,28554.125,10.259556688009962,-0.0384754490741627,-0.0104846234537809,3,2,2002,0,0,29674.166666666668,33175.625,31539.625,29387.613095238088,2006.8875374065321
2002-02-22,29054.625,10.276932957869384,0.0173762698594224,0.0188133261909193,4,2,2002,0,0,28554.125,31664.70833333333,31494.33333333333,29014.744047619046,1737.722867639044
2002-02-23,27607.08333333333,10.225827661290262,-0.0511052965791218,-0.0228122435353785,5,2,2002,1,0,29054.625,26852.08333333333,30615.75,29122.60119047619,1599.013225235352
2002-02-24,27033.95833333333,10.204849070773566,-0.0209785905166963,-0.0067704690492149,6,2,2002,1,0,27607.08333333333,26883.25,30183.83333333333,29144.130952380947,1564.4780962959292
2002-02-25,29920.041666666668,10.30628382468994,0.101434753916374,0.1738023512147801,0,2,2002,0,0,27033.95833333333,30929.125,28076.666666666668,28999.976190476187,1411.6137220446
2002-02-26,29319.416666666668,10.286005260395669,-0.0202785642942711,0.0320368910679,1,2,2002,0,0,29920.041666666668,31155.83333333333,26645.58333333333,28737.63095238095,1074.5903739991388
2002-02-27,31410.875,10.354909449514947,0.0689041891192783,-0.0324501514785851,2,2,2002,0,0,29319.416666666668,29674.166666666668,29487.83333333333,28985.73214285714,1458.6935947585473
2002-02-28,32759.125,10.396936828208592,0.0420273786936462,0.0577370692198151,3,2,2002,0,0,31410.875,28554.125,29028.20833333333,29586.446428571428,2012.1682905711593
2002-03-01,31536.95833333333,10.35891541748143,-0.038021410727163,-0.0222797294180843,4,3,2002,0,0,32759.125,29054.625,28574.83333333333,29941.065476190477,2118.738121055027
2002-03-02,28492.33333333333,10.257390324220223,-0.1015250932612055,-0.1626460523282311,5,3,2002,1,0,31536.95833333333,27607.08333333333,30375.83333333333,30067.52976190476,1977.9495706123525
2002-03-03,25644.33333333333,10.152077903514844,-0.1053124207053812,-0.0815613484857493,6,3,2002,1,0,28492.33333333333,27033.95833333333,29662.875,29869.011904761905,2365.021235971029
2002-03-04,32252.166666666668,10.381340503429744,0.2292625999149002,0.2641072292175224,0,3,2002,0,0,25644.33333333333,29920.041666666668,28647.08333333333,30202.172619047615,2531.791290481544
2002-03-05,34056.291666666664,10.43577007179674,0.054429568366995,0.0561181923944218,1,3,2002,0,0,32252.166666666668,29319.416666666668,28598.75,30878.869047619046,2867.326048138918
2002-03-06,31165.125,10.347054960144582,-0.0887151116521565,-0.2185492484818318,2,3,2002,0,0,34056.291666666664,31410.875,32563.666666666668,30843.7619047619,2861.224579166623
2002-03-07,29271.83333333333,10.284381012959594,-0.0626739471849884,-0.1335156713191452,3,3,2002,0,0,31165.125,32759.125,34954.208333333336,30345.577380952378,2774.426831596442
2002-03-08,28361.75,10.252796685371344,-0.0315843275882503,0.0268552230945431,4,3,2002,0,0,29271.83333333333,31536.95833333333,32970.041666666664,29891.976190476187,2806.556896715383
2002-03-09,25220.70833333333,10.135420695299494,-0.1173759900718494,-0.0945218040197328,5,3,2002,1,0,28361.75,28492.33333333333,32225.08333333333,29424.601190476187,3306.3886950935425
2002-03-10,25758.5,10.156519948709205,0.0210992534097087,0.0653669583556482,6,3,2002,1,0,25220.70833333333,25644.33333333333,30829.666666666668,29440.91071428571,3284.845203895953
2002-03-11,31188.416666666668,10.347802044179502,0.1912820954702994,0.2974821022307186,0,3,2002,0,0,25758.5,32252.166666666668,27723.416666666668,29288.946428571428,3155.1601411082784
2002-03-12,30832.25,10.336316499080018,-0.0114855450994841,0.0228549617496867,1,3,2002,0,0,31188.416666666668,34056.291666666664,26787.541666666668,28828.36904761905,2513.2813121399286
2002-03-13,30312.041666666668,10.319300327290613,-0.0170161717894057,-0.158750708940472,2,3,2002,0,0,30832.25,31165.125,30866.5,28706.5,2399.180044996681
2002-03-14,28774.70833333333,10.267252097425189,-0.0520482298654236,-0.1161115579326317,3,3,2002,0,0,30312.041666666668,29271.83333333333,32908.625,28635.48214285714,2386.9832835815964
2002-03-15,27749.45833333333,10.230971599464551,-0.0362804979606359,-0.0071924847332986,4,3,2002,0,0,28774.70833333333,28361.75,31965.166666666668,28548.0119047619,2409.795523266472
2002-03-16,24863.166666666668,10.121142736947196,-0.1098288625173573,-0.1469975138044521,5,3,2002,1,0,27749.45833333333,25220.70833333333,33175.625,28496.934523809523,2494.379009696532
2002-03-17,26989.416666666668,10.203200092835422,0.0820573558882262,0.1286700165017364,6,3,2002,1,0,24863.166666666668,25758.5,31664.70833333333,28672.779761904763,2305.381222205094
2002-03-18,30982.95833333333,10.3411926011269,0.1379925082914788,0.3028518577035033,0,3,2002,0,0,26989.416666666668,31188.416666666668,26852.08333333333,28643.42857142857,2269.0365439537777
2002-03-19,29976.08333333333,10.308155120471438,-0.0330374806554623,-0.0341974872369128,1,3,2002,0,0,30982.95833333333,30832.25,26883.25,28521.119047619046,2151.413223818964
2002-03-20,30941.5,10.339853603882728,0.0316984834112901,-0.1084963971148464,2,3,2002,0,0,29976.08333333333,30312.041666666668,30929.125,28611.041666666664,2249.655927138491
2002-03-21,29635.0,10.29671137422194,-0.0431422296607895,-0.0504454266693521,3,3,2002,0,0,30941.5,28774.70833333333,31155.83333333333,28733.940476190473,2283.3340320681805
2002-03-22,32752.70833333333,10.396740934845193,0.1000295606232519,0.1487541961402563,4,3,2002,0,0,29635.0,27749.45833333333,29674.166666666668,29448.690476190473,2673.540189664383
2002-03-23,29010.25,10.275404494796346,-0.1213364400488448,-0.082860990974682,5,3,2002,1,0,32752.70833333333,24863.166666666668,28554.125,30041.13095238095,1807.1710993130707
2002-03-24,26193.916666666668,10.173282474494147,-0.1021220203021986,-0.119498290161621,6,3,2002,1,0,29010.25,26989.416666666668,29054.625,29927.488095238095,2040.951537840002
2002-03-25,29443.166666666668,10.29021713046408,0.1169346559699331,0.168039952549055,0,3,2002,0,0,26193.916666666668,30982.95833333333,27607.08333333333,29707.51785714286,1990.5920627627293
2002-03-26,30842.625,10.33665294078656,0.04643581032248,0.0674144008391763,1,3,2002,0,0,29443.166666666668,29976.08333333333,27033.95833333333,29831.309523809523,2036.492521289767
